24.3851 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027994924F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027994924FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027994927F40>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000279DE81E530>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
302.1727 	EXP 	es_text_component_gradcpt: autoDraw = True
302.1727 	EXP 	es_gradcpt_slider: autoDraw = True
302.1727 	EXP 	low_anchor_gradcpt: autoDraw = True
302.1727 	EXP 	high_anchor_gradcpt: autoDraw = True
303.8040 	DATA 	Mouse: Left button down, pos=(1016,504)
303.8196 	EXP 	es_gradcpt_slider: markerPos = 0.5518518518518518
303.8364 	EXP 	es_gradcpt_slider: markerPos = 0.5518518518518518
303.8529 	EXP 	es_gradcpt_slider: markerPos = 0.5518518518518518
303.8697 	EXP 	es_gradcpt_slider: markerPos = 0.5518518518518518
303.8708 	DATA 	Mouse:  Left button up, pos=(1016,504)
303.8865 	EXP 	es_gradcpt_slider: markerPos = 0.5518518518518518
303.9031 	EXP 	enter_advance_gradcpt: autoDraw = True
304.1713 	EXP 	window1: mouseVisible = False
304.1722 	DATA 	Keypress: return
304.1866 	EXP 	es_text_component_gradcpt: autoDraw = False
304.1866 	EXP 	es_gradcpt_slider: autoDraw = False
304.1866 	EXP 	low_anchor_gradcpt: autoDraw = False
304.1866 	EXP 	high_anchor_gradcpt: autoDraw = False
304.1866 	EXP 	enter_advance_gradcpt: autoDraw = False
304.1866 	EXP 	es_gradcpt_isi_text: autoDraw = True
304.6706 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
304.6710 	EXP 	window1: mouseVisible = True
304.6895 	EXP 	es_gradcpt_isi_text: autoDraw = False
304.6895 	EXP 	es_gradcpt_isi_text: autoDraw = False
304.6895 	EXP 	es_text_component_gradcpt: height = 0.05
304.6895 	EXP 	es_text_component_gradcpt: height = 0.05
304.6895 	EXP 	es_text_component_gradcpt: height = 0.05
304.6895 	EXP 	es_text_component_gradcpt: text = 'Were your thoughts freely moving?'
304.6895 	EXP 	es_gradcpt_slider: markerPos = None
304.6895 	EXP 	es_gradcpt_slider: markerPos = None
304.6895 	EXP 	low_anchor_gradcpt: height = 0.05
304.6895 	EXP 	low_anchor_gradcpt: height = 0.05
304.6895 	EXP 	low_anchor_gradcpt: height = 0.05
304.6895 	EXP 	low_anchor_gradcpt: text = 'unmoving'
304.6895 	EXP 	high_anchor_gradcpt: height = 0.05
304.6895 	EXP 	high_anchor_gradcpt: height = 0.05
304.6895 	EXP 	high_anchor_gradcpt: height = 0.05
304.6895 	EXP 	high_anchor_gradcpt: text = 'moving freely'
304.6895 	EXP 	es_text_component_gradcpt: autoDraw = True
304.6895 	EXP 	es_gradcpt_slider: autoDraw = True
304.6895 	EXP 	low_anchor_gradcpt: autoDraw = True
304.6895 	EXP 	high_anchor_gradcpt: autoDraw = True
305.2211 	DATA 	Mouse: Left button down, pos=(1039,528)
305.2369 	EXP 	es_gradcpt_slider: markerPos = 0.5731481481481482
305.2535 	EXP 	es_gradcpt_slider: markerPos = 0.5731481481481482
305.2702 	EXP 	es_gradcpt_slider: markerPos = 0.5740740740740741
305.2740 	DATA 	Mouse:  Left button up, pos=(1040,528)
305.2870 	EXP 	es_gradcpt_slider: markerPos = 0.5740740740740741
305.3036 	EXP 	es_gradcpt_slider: markerPos = 0.5740740740740741
305.3203 	EXP 	enter_advance_gradcpt: autoDraw = True
305.4554 	EXP 	window1: mouseVisible = False
305.4563 	DATA 	Keypress: return
305.4702 	EXP 	es_text_component_gradcpt: autoDraw = False
305.4702 	EXP 	es_gradcpt_slider: autoDraw = False
305.4702 	EXP 	low_anchor_gradcpt: autoDraw = False
305.4702 	EXP 	high_anchor_gradcpt: autoDraw = False
305.4702 	EXP 	enter_advance_gradcpt: autoDraw = False
305.4702 	EXP 	es_gradcpt_isi_text: autoDraw = True
305.9546 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
305.9549 	EXP 	window1: mouseVisible = True
305.9732 	EXP 	es_gradcpt_isi_text: autoDraw = False
305.9732 	EXP 	es_gradcpt_isi_text: autoDraw = False
305.9732 	EXP 	es_text_component_gradcpt: height = 0.05
305.9732 	EXP 	es_text_component_gradcpt: height = 0.05
305.9732 	EXP 	es_text_component_gradcpt: height = 0.05
305.9732 	EXP 	es_text_component_gradcpt: text = 'Where was your attention during the previous trial?'
305.9732 	EXP 	es_gradcpt_slider: markerPos = None
305.9732 	EXP 	es_gradcpt_slider: markerPos = None
305.9732 	EXP 	low_anchor_gradcpt: height = 0.05
305.9732 	EXP 	low_anchor_gradcpt: height = 0.05
305.9732 	EXP 	low_anchor_gradcpt: height = 0.05
305.9732 	EXP 	low_anchor_gradcpt: text = 'on-task'
305.9732 	EXP 	high_anchor_gradcpt: height = 0.05
305.9732 	EXP 	high_anchor_gradcpt: height = 0.05
305.9732 	EXP 	high_anchor_gradcpt: height = 0.05
305.9732 	EXP 	high_anchor_gradcpt: text = 'off-task'
305.9732 	EXP 	es_text_component_gradcpt: autoDraw = True
305.9732 	EXP 	es_gradcpt_slider: autoDraw = True
305.9732 	EXP 	low_anchor_gradcpt: autoDraw = True
305.9732 	EXP 	high_anchor_gradcpt: autoDraw = True
306.5882 	DATA 	Mouse: Left button down, pos=(955,537)
306.6035 	EXP 	es_gradcpt_slider: markerPos = 0.49537037037037035
306.6201 	EXP 	es_gradcpt_slider: markerPos = 0.49537037037037035
306.6380 	EXP 	es_gradcpt_slider: markerPos = 0.49537037037037035
306.6392 	DATA 	Mouse:  Left button up, pos=(955,537)
306.6539 	EXP 	es_gradcpt_slider: markerPos = 0.49537037037037035
306.6706 	EXP 	enter_advance_gradcpt: autoDraw = True
306.7887 	EXP 	window1: mouseVisible = False
306.7896 	DATA 	Keypress: return
306.8039 	EXP 	es_text_component_gradcpt: autoDraw = False
306.8039 	EXP 	es_gradcpt_slider: autoDraw = False
306.8039 	EXP 	low_anchor_gradcpt: autoDraw = False
306.8039 	EXP 	high_anchor_gradcpt: autoDraw = False
306.8039 	EXP 	enter_advance_gradcpt: autoDraw = False
306.8039 	EXP 	es_gradcpt_isi_text: autoDraw = True
307.2880 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
307.2883 	EXP 	window1: mouseVisible = True
307.3072 	EXP 	es_gradcpt_isi_text: autoDraw = False
307.3072 	EXP 	es_gradcpt_isi_text: autoDraw = False
307.3072 	EXP 	es_text_component_gradcpt: height = 0.05
307.3072 	EXP 	es_text_component_gradcpt: height = 0.05
307.3072 	EXP 	es_text_component_gradcpt: height = 0.05
307.3072 	EXP 	es_text_component_gradcpt: text = 'How intentional were your thoughts?'
307.3072 	EXP 	es_gradcpt_slider: markerPos = None
307.3072 	EXP 	es_gradcpt_slider: markerPos = None
307.3072 	EXP 	low_anchor_gradcpt: height = 0.05
307.3072 	EXP 	low_anchor_gradcpt: height = 0.05
307.3072 	EXP 	low_anchor_gradcpt: height = 0.05
307.3072 	EXP 	low_anchor_gradcpt: text = 'completely\nunintentional'
307.3072 	EXP 	high_anchor_gradcpt: height = 0.05
307.3072 	EXP 	high_anchor_gradcpt: height = 0.05
307.3072 	EXP 	high_anchor_gradcpt: height = 0.05
307.3072 	EXP 	high_anchor_gradcpt: text = 'completely\nintentional'
307.3072 	EXP 	es_text_component_gradcpt: autoDraw = True
307.3072 	EXP 	es_gradcpt_slider: autoDraw = True
307.3072 	EXP 	low_anchor_gradcpt: autoDraw = True
307.3072 	EXP 	high_anchor_gradcpt: autoDraw = True
308.0056 	DATA 	Mouse: Left button down, pos=(1087,522)
308.0210 	EXP 	es_gradcpt_slider: markerPos = 0.6175925925925926
308.0376 	EXP 	es_gradcpt_slider: markerPos = 0.6175925925925926
308.0544 	EXP 	es_gradcpt_slider: markerPos = 0.6175925925925926
308.0709 	EXP 	es_gradcpt_slider: markerPos = 0.6175925925925926
308.0719 	DATA 	Mouse:  Left button up, pos=(1087,522)
308.0879 	EXP 	es_gradcpt_slider: markerPos = 0.6175925925925926
308.1046 	EXP 	enter_advance_gradcpt: autoDraw = True
308.3725 	EXP 	window1: mouseVisible = False
308.3734 	DATA 	Keypress: return
308.3879 	EXP 	es_text_component_gradcpt: autoDraw = False
308.3879 	EXP 	es_gradcpt_slider: autoDraw = False
308.3879 	EXP 	low_anchor_gradcpt: autoDraw = False
308.3879 	EXP 	high_anchor_gradcpt: autoDraw = False
308.3879 	EXP 	enter_advance_gradcpt: autoDraw = False
308.3879 	EXP 	es_gradcpt_isi_text: autoDraw = True
308.8719 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
308.8723 	EXP 	window1: mouseVisible = True
308.8907 	EXP 	es_gradcpt_isi_text: autoDraw = False
308.8907 	EXP 	es_gradcpt_isi_text: autoDraw = False
308.8907 	EXP 	es_text_component_gradcpt: height = 0.05
308.8907 	EXP 	es_text_component_gradcpt: height = 0.05
308.8907 	EXP 	es_text_component_gradcpt: height = 0.05
308.8907 	EXP 	es_text_component_gradcpt: text = 'How confident are you about your ratings for this trial?'
308.8907 	EXP 	es_gradcpt_slider: markerPos = None
308.8907 	EXP 	es_gradcpt_slider: markerPos = None
308.8907 	EXP 	low_anchor_gradcpt: height = 0.05
308.8907 	EXP 	low_anchor_gradcpt: height = 0.05
308.8907 	EXP 	low_anchor_gradcpt: height = 0.05
308.8907 	EXP 	low_anchor_gradcpt: text = 'completely\nunconfident'
308.8907 	EXP 	high_anchor_gradcpt: height = 0.05
308.8907 	EXP 	high_anchor_gradcpt: height = 0.05
308.8907 	EXP 	high_anchor_gradcpt: height = 0.05
308.8907 	EXP 	high_anchor_gradcpt: text = 'completely\nconfident'
308.8907 	EXP 	es_text_component_gradcpt: autoDraw = True
308.8907 	EXP 	es_gradcpt_slider: autoDraw = True
308.8907 	EXP 	low_anchor_gradcpt: autoDraw = True
308.8907 	EXP 	high_anchor_gradcpt: autoDraw = True
309.6566 	DATA 	Mouse: Left button down, pos=(1044,552)
309.6713 	EXP 	es_gradcpt_slider: markerPos = 0.5777777777777777
309.6893 	EXP 	es_gradcpt_slider: markerPos = 0.5777777777777777
309.7051 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
309.7215 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
309.7382 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
309.7393 	DATA 	Mouse:  Left button up, pos=(1045,552)
309.7548 	EXP 	es_gradcpt_slider: markerPos = 0.5787037037037037
309.7714 	EXP 	enter_advance_gradcpt: autoDraw = True
309.8561 	EXP 	window1: mouseVisible = False
309.8571 	DATA 	Keypress: return
309.8716 	EXP 	es_text_component_gradcpt: autoDraw = False
309.8716 	EXP 	es_gradcpt_slider: autoDraw = False
309.8716 	EXP 	low_anchor_gradcpt: autoDraw = False
309.8716 	EXP 	high_anchor_gradcpt: autoDraw = False
309.8716 	EXP 	enter_advance_gradcpt: autoDraw = False
309.8716 	EXP 	es_gradcpt_isi_text: autoDraw = True
310.3741 	EXP 	es_gradcpt_isi_text: autoDraw = False
310.3741 	EXP 	es_gradcpt_isi_text: autoDraw = False
310.3741 	EXP 	prepare_text: autoDraw = True
315.3568 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
315.3760 	EXP 	prepare_text: autoDraw = False
315.3760 	EXP 	gradcpt_image: autoDraw = True
316.6770 	DATA 	Keypress: j
317.3763 	DATA 	Keypress: j
318.1100 	DATA 	Keypress: j
318.9271 	DATA 	Keypress: j
319.7772 	DATA 	Keypress: j
320.6272 	DATA 	Keypress: j
321.3443 	DATA 	Keypress: j
322.2778 	DATA 	Keypress: j
323.7947 	DATA 	Keypress: j
324.6285 	DATA 	Keypress: j
325.4788 	DATA 	Keypress: j
326.3790 	DATA 	Keypress: j
327.1291 	DATA 	Keypress: j
327.9797 	DATA 	Keypress: j
328.7630 	DATA 	Keypress: j
329.5134 	DATA 	Keypress: j
330.3468 	DATA 	Keypress: j
331.1137 	DATA 	Keypress: j
331.8640 	DATA 	Keypress: j
332.6976 	DATA 	Keypress: j
333.5310 	DATA 	Keypress: j
334.2648 	DATA 	Keypress: j
334.9985 	DATA 	Keypress: j
335.3670 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
335.3673 	EXP 	window1: mouseVisible = True
335.3875 	EXP 	gradcpt_image: autoDraw = False
335.3875 	EXP 	es_text_component_gradcpt: height = 0.05
335.3875 	EXP 	es_text_component_gradcpt: height = 0.05
335.3875 	EXP 	es_text_component_gradcpt: height = 0.05
335.3875 	EXP 	es_text_component_gradcpt: text = 'Where was your attention during the previous trial?'
335.3875 	EXP 	es_gradcpt_slider: markerPos = None
335.3875 	EXP 	es_gradcpt_slider: markerPos = None
335.3875 	EXP 	low_anchor_gradcpt: height = 0.05
335.3875 	EXP 	low_anchor_gradcpt: height = 0.05
335.3875 	EXP 	low_anchor_gradcpt: height = 0.05
335.3875 	EXP 	low_anchor_gradcpt: text = 'on-task'
335.3875 	EXP 	high_anchor_gradcpt: height = 0.05
335.3875 	EXP 	high_anchor_gradcpt: height = 0.05
335.3875 	EXP 	high_anchor_gradcpt: height = 0.05
335.3875 	EXP 	high_anchor_gradcpt: text = 'off-task'
335.3875 	EXP 	es_text_component_gradcpt: autoDraw = True
335.3875 	EXP 	es_gradcpt_slider: autoDraw = True
335.3875 	EXP 	low_anchor_gradcpt: autoDraw = True
335.3875 	EXP 	high_anchor_gradcpt: autoDraw = True
337.7143 	DATA 	Mouse: Left button down, pos=(1023,528)
337.7301 	EXP 	es_gradcpt_slider: markerPos = 0.5583333333333333
337.7465 	EXP 	es_gradcpt_slider: markerPos = 0.5583333333333333
337.7635 	EXP 	es_gradcpt_slider: markerPos = 0.5583333333333333
337.7799 	EXP 	es_gradcpt_slider: markerPos = 0.5583333333333333
337.7809 	DATA 	Mouse:  Left button up, pos=(1023,528)
337.7967 	EXP 	es_gradcpt_slider: markerPos = 0.5583333333333333
337.8135 	EXP 	enter_advance_gradcpt: autoDraw = True
338.0648 	EXP 	window1: mouseVisible = False
338.0657 	DATA 	Keypress: return
338.0802 	EXP 	es_text_component_gradcpt: autoDraw = False
338.0802 	EXP 	es_gradcpt_slider: autoDraw = False
338.0802 	EXP 	low_anchor_gradcpt: autoDraw = False
338.0802 	EXP 	high_anchor_gradcpt: autoDraw = False
338.0802 	EXP 	enter_advance_gradcpt: autoDraw = False
338.0802 	EXP 	es_gradcpt_isi_text: autoDraw = True
338.5643 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
338.5647 	EXP 	window1: mouseVisible = True
338.5830 	EXP 	es_gradcpt_isi_text: autoDraw = False
338.5830 	EXP 	es_gradcpt_isi_text: autoDraw = False
338.5830 	EXP 	es_text_component_gradcpt: height = 0.05
338.5830 	EXP 	es_text_component_gradcpt: height = 0.05
338.5830 	EXP 	es_text_component_gradcpt: height = 0.05
338.5830 	EXP 	es_text_component_gradcpt: text = 'Were your thoughts freely moving?'
338.5830 	EXP 	es_gradcpt_slider: markerPos = None
338.5830 	EXP 	es_gradcpt_slider: markerPos = None
338.5830 	EXP 	low_anchor_gradcpt: height = 0.05
338.5830 	EXP 	low_anchor_gradcpt: height = 0.05
338.5830 	EXP 	low_anchor_gradcpt: height = 0.05
338.5830 	EXP 	low_anchor_gradcpt: text = 'unmoving'
338.5830 	EXP 	high_anchor_gradcpt: height = 0.05
338.5830 	EXP 	high_anchor_gradcpt: height = 0.05
338.5830 	EXP 	high_anchor_gradcpt: height = 0.05
338.5830 	EXP 	high_anchor_gradcpt: text = 'moving freely'
338.5830 	EXP 	es_text_component_gradcpt: autoDraw = True
338.5830 	EXP 	es_gradcpt_slider: autoDraw = True
338.5830 	EXP 	low_anchor_gradcpt: autoDraw = True
338.5830 	EXP 	high_anchor_gradcpt: autoDraw = True
339.4506 	DATA 	Mouse: Left button down, pos=(1085,479)
339.5317 	DATA 	Mouse:  Left button up, pos=(1085,479)
339.7651 	DATA 	Mouse: Left button down, pos=(1083,541)
339.7809 	EXP 	es_gradcpt_slider: markerPos = 0.6138888888888889
339.7973 	EXP 	es_gradcpt_slider: markerPos = 0.6138888888888889
339.8144 	EXP 	es_gradcpt_slider: markerPos = 0.6138888888888889
339.8306 	EXP 	es_gradcpt_slider: markerPos = 0.6138888888888889
339.8316 	DATA 	Mouse:  Left button up, pos=(1083,541)
339.8475 	EXP 	es_gradcpt_slider: markerPos = 0.6138888888888889
339.8641 	EXP 	enter_advance_gradcpt: autoDraw = True
340.1989 	EXP 	window1: mouseVisible = False
340.1998 	DATA 	Keypress: return
340.2142 	EXP 	es_text_component_gradcpt: autoDraw = False
340.2142 	EXP 	es_gradcpt_slider: autoDraw = False
340.2142 	EXP 	low_anchor_gradcpt: autoDraw = False
340.2142 	EXP 	high_anchor_gradcpt: autoDraw = False
340.2142 	EXP 	enter_advance_gradcpt: autoDraw = False
340.2142 	EXP 	es_gradcpt_isi_text: autoDraw = True
340.6986 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
340.6989 	EXP 	window1: mouseVisible = True
340.7170 	EXP 	es_gradcpt_isi_text: autoDraw = False
340.7170 	EXP 	es_gradcpt_isi_text: autoDraw = False
340.7170 	EXP 	es_text_component_gradcpt: height = 0.05
340.7170 	EXP 	es_text_component_gradcpt: height = 0.05
340.7170 	EXP 	es_text_component_gradcpt: height = 0.05
340.7170 	EXP 	es_text_component_gradcpt: text = 'How difficult was it to disengage from your thoughts?'
340.7170 	EXP 	es_gradcpt_slider: markerPos = None
340.7170 	EXP 	es_gradcpt_slider: markerPos = None
340.7170 	EXP 	low_anchor_gradcpt: height = 0.05
340.7170 	EXP 	low_anchor_gradcpt: height = 0.05
340.7170 	EXP 	low_anchor_gradcpt: height = 0.05
340.7170 	EXP 	low_anchor_gradcpt: text = 'extremely\neasy'
340.7170 	EXP 	high_anchor_gradcpt: height = 0.05
340.7170 	EXP 	high_anchor_gradcpt: height = 0.05
340.7170 	EXP 	high_anchor_gradcpt: height = 0.05
340.7170 	EXP 	high_anchor_gradcpt: text = 'extremely\ndifficult'
340.7170 	EXP 	es_text_component_gradcpt: autoDraw = True
340.7170 	EXP 	es_gradcpt_slider: autoDraw = True
340.7170 	EXP 	low_anchor_gradcpt: autoDraw = True
340.7170 	EXP 	high_anchor_gradcpt: autoDraw = True
341.3156 	DATA 	Mouse: Left button down, pos=(1096,518)
341.3314 	EXP 	es_gradcpt_slider: markerPos = 0.6259259259259259
341.3480 	EXP 	es_gradcpt_slider: markerPos = 0.6259259259259259
341.3644 	EXP 	es_gradcpt_slider: markerPos = 0.6259259259259259
341.3815 	EXP 	es_gradcpt_slider: markerPos = 0.6259259259259259
341.3826 	DATA 	Mouse:  Left button up, pos=(1097,518)
341.3979 	EXP 	es_gradcpt_slider: markerPos = 0.6259259259259259
341.4145 	EXP 	enter_advance_gradcpt: autoDraw = True
341.4510 	DATA 	Keypress: return
341.4660 	EXP 	window1: mouseVisible = False
341.4812 	EXP 	es_text_component_gradcpt: autoDraw = False
341.4812 	EXP 	es_gradcpt_slider: autoDraw = False
341.4812 	EXP 	low_anchor_gradcpt: autoDraw = False
341.4812 	EXP 	high_anchor_gradcpt: autoDraw = False
341.4812 	EXP 	enter_advance_gradcpt: autoDraw = False
341.4812 	EXP 	es_gradcpt_isi_text: autoDraw = True
341.9653 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
341.9656 	EXP 	window1: mouseVisible = True
341.9844 	EXP 	es_gradcpt_isi_text: autoDraw = False
341.9844 	EXP 	es_gradcpt_isi_text: autoDraw = False
341.9844 	EXP 	es_text_component_gradcpt: height = 0.05
341.9844 	EXP 	es_text_component_gradcpt: height = 0.05
341.9844 	EXP 	es_text_component_gradcpt: height = 0.05
341.9844 	EXP 	es_text_component_gradcpt: text = 'How intentional were your thoughts?'
341.9844 	EXP 	es_gradcpt_slider: markerPos = None
341.9844 	EXP 	es_gradcpt_slider: markerPos = None
341.9844 	EXP 	low_anchor_gradcpt: height = 0.05
341.9844 	EXP 	low_anchor_gradcpt: height = 0.05
341.9844 	EXP 	low_anchor_gradcpt: height = 0.05
341.9844 	EXP 	low_anchor_gradcpt: text = 'completely\nunintentional'
341.9844 	EXP 	high_anchor_gradcpt: height = 0.05
341.9844 	EXP 	high_anchor_gradcpt: height = 0.05
341.9844 	EXP 	high_anchor_gradcpt: height = 0.05
341.9844 	EXP 	high_anchor_gradcpt: text = 'completely\nintentional'
341.9844 	EXP 	es_text_component_gradcpt: autoDraw = True
341.9844 	EXP 	es_gradcpt_slider: autoDraw = True
341.9844 	EXP 	low_anchor_gradcpt: autoDraw = True
341.9844 	EXP 	high_anchor_gradcpt: autoDraw = True
342.6993 	DATA 	Mouse: Left button down, pos=(1071,535)
342.7148 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.7316 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.7482 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.7649 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.7818 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.7982 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.7993 	DATA 	Keypress: return
342.7995 	DATA 	Mouse:  Left button up, pos=(1071,535)
342.8148 	EXP 	es_gradcpt_slider: markerPos = 0.6027777777777777
342.8317 	EXP 	enter_advance_gradcpt: autoDraw = True
342.9997 	EXP 	window1: mouseVisible = False
343.0006 	DATA 	Keypress: return
343.0151 	EXP 	es_text_component_gradcpt: autoDraw = False
343.0151 	EXP 	es_gradcpt_slider: autoDraw = False
343.0151 	EXP 	low_anchor_gradcpt: autoDraw = False
343.0151 	EXP 	high_anchor_gradcpt: autoDraw = False
343.0151 	EXP 	enter_advance_gradcpt: autoDraw = False
343.0151 	EXP 	es_gradcpt_isi_text: autoDraw = True
343.4991 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
343.4994 	EXP 	window1: mouseVisible = True
343.5181 	EXP 	es_gradcpt_isi_text: autoDraw = False
343.5181 	EXP 	es_gradcpt_isi_text: autoDraw = False
343.5181 	EXP 	es_text_component_gradcpt: height = 0.05
343.5181 	EXP 	es_text_component_gradcpt: height = 0.05
343.5181 	EXP 	es_text_component_gradcpt: height = 0.05
343.5181 	EXP 	es_text_component_gradcpt: text = 'How positive or negative were you feeling?'
343.5181 	EXP 	es_gradcpt_slider: markerPos = None
343.5181 	EXP 	es_gradcpt_slider: markerPos = None
343.5181 	EXP 	low_anchor_gradcpt: height = 0.05
343.5181 	EXP 	low_anchor_gradcpt: height = 0.05
343.5181 	EXP 	low_anchor_gradcpt: height = 0.05
343.5181 	EXP 	low_anchor_gradcpt: text = 'completely\nnegative'
343.5181 	EXP 	high_anchor_gradcpt: height = 0.05
343.5181 	EXP 	high_anchor_gradcpt: height = 0.05
343.5181 	EXP 	high_anchor_gradcpt: height = 0.05
343.5181 	EXP 	high_anchor_gradcpt: text = 'completely\npositive'
343.5181 	EXP 	es_text_component_gradcpt: autoDraw = True
343.5181 	EXP 	es_gradcpt_slider: autoDraw = True
343.5181 	EXP 	low_anchor_gradcpt: autoDraw = True
343.5181 	EXP 	high_anchor_gradcpt: autoDraw = True
343.9497 	DATA 	Mouse: Left button down, pos=(1011,474)
343.9996 	DATA 	Mouse:  Left button up, pos=(1013,476)
344.2348 	DATA 	Mouse: Left button down, pos=(1037,544)
344.2654 	EXP 	es_gradcpt_slider: markerPos = 0.5712962962962963
344.2820 	EXP 	es_gradcpt_slider: markerPos = 0.5712962962962963
344.2988 	EXP 	es_gradcpt_slider: markerPos = 0.5712962962962963
344.2998 	DATA 	Mouse:  Left button up, pos=(1037,544)
344.3152 	EXP 	es_gradcpt_slider: markerPos = 0.5712962962962963
344.3165 	DATA 	Keypress: return
344.3322 	EXP 	enter_advance_gradcpt: autoDraw = True
344.9339 	EXP 	window1: mouseVisible = False
344.9348 	DATA 	Keypress: return
344.9487 	EXP 	es_text_component_gradcpt: autoDraw = False
344.9487 	EXP 	es_gradcpt_slider: autoDraw = False
344.9487 	EXP 	low_anchor_gradcpt: autoDraw = False
344.9487 	EXP 	high_anchor_gradcpt: autoDraw = False
344.9487 	EXP 	enter_advance_gradcpt: autoDraw = False
344.9487 	EXP 	es_gradcpt_isi_text: autoDraw = True
345.4330 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
345.4333 	EXP 	window1: mouseVisible = True
345.4522 	EXP 	es_gradcpt_isi_text: autoDraw = False
345.4522 	EXP 	es_gradcpt_isi_text: autoDraw = False
345.4522 	EXP 	es_text_component_gradcpt: height = 0.05
345.4522 	EXP 	es_text_component_gradcpt: height = 0.05
345.4522 	EXP 	es_text_component_gradcpt: height = 0.05
345.4522 	EXP 	es_text_component_gradcpt: text = 'How confident are you about your ratings for this trial?'
345.4522 	EXP 	es_gradcpt_slider: markerPos = None
345.4522 	EXP 	es_gradcpt_slider: markerPos = None
345.4522 	EXP 	low_anchor_gradcpt: height = 0.05
345.4522 	EXP 	low_anchor_gradcpt: height = 0.05
345.4522 	EXP 	low_anchor_gradcpt: height = 0.05
345.4522 	EXP 	low_anchor_gradcpt: text = 'completely\nunconfident'
345.4522 	EXP 	high_anchor_gradcpt: height = 0.05
345.4522 	EXP 	high_anchor_gradcpt: height = 0.05
345.4522 	EXP 	high_anchor_gradcpt: height = 0.05
345.4522 	EXP 	high_anchor_gradcpt: text = 'completely\nconfident'
345.4522 	EXP 	es_text_component_gradcpt: autoDraw = True
345.4522 	EXP 	es_gradcpt_slider: autoDraw = True
345.4522 	EXP 	low_anchor_gradcpt: autoDraw = True
345.4522 	EXP 	high_anchor_gradcpt: autoDraw = True
346.1506 	DATA 	Mouse: Left button down, pos=(1062,546)
346.1659 	EXP 	es_gradcpt_slider: markerPos = 0.5944444444444444
346.1827 	EXP 	es_gradcpt_slider: markerPos = 0.5944444444444444
346.1993 	EXP 	es_gradcpt_slider: markerPos = 0.5944444444444444
346.2031 	DATA 	Mouse:  Left button up, pos=(1062,546)
346.2160 	EXP 	es_gradcpt_slider: markerPos = 0.5944444444444444
346.2326 	EXP 	es_gradcpt_slider: markerPos = 0.5944444444444444
346.2493 	EXP 	enter_advance_gradcpt: autoDraw = True
346.3509 	EXP 	window1: mouseVisible = False
